priority,quantity,sales,shipping,price,cost,customer,category,name,container,margin
High,50,608.21,Regular Air,12.88,4.59,Consumer,Office Supplies,Martin-Yale Premier Letter Opener,Wrap Bag,0.82
High,14,570.5285,Express Air,45.99,4.99,Consumer,Technology,600 Series Non-Flip,Small Box,0.57
High,17,285.84,Regular Air,15.28,10.91,Home Office,Office Supplies,Recycled Premium Regency Composition Covers,Small Box,0.36
High,40,12450.48,Delivery Truck,300.98,54.92,Home Office,Furniture,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Jumbo Box,0.55
Low,24,2525.9875,Regular Air,125.99,8.99,Consumer,Technology,SC7868i,Small Box,0.55
Critical,36,65.42,Regular Air,1.74,4.08,Corporate,Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53
Critical,47,5750.94,Delivery Truck,119.99,56.14,Corporate,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39
Low,27,5149.06,Delivery Truck,180.98,30,Small Business,Furniture,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.69
Medium,23,135.31,Regular Air,5.74,5.01,Small Business,Office Supplies,Binder Posts,Small Box,0.39
Critical,14,1281.358,Express Air,115.99,5.99,Corporate,Technology,2160,Small Box,0.57
High,42,2040.95,Regular Air,48.91,35,Corporate,Office Supplies,Tennsco Industrial Shelving,Large Box,0.83
High,9,181.66,Regular Air,17.98,8.51,Small Business,Technology,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4
Medium,14,1170.025,Regular Air,95.99,8.99,Consumer,Technology,600 Series Flip,Small Box,0.57
Medium,50,193.11,Regular Air,3.89,7.01,Corporate,Office Supplies,Avery Binder Labels,Small Box,0.37
Medium,46,3449.26,Delivery Truck,80.97,30.06,Small Business,Technology,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box,0.4
Not Specified,14,677.43,Regular Air,50.98,22.24,Corporate,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box,0.55
Critical,9,566.53,Delivery Truck,60.98,30,Small Business,Furniture,Novimex Fabric Task Chair,Jumbo Drum,0.7
Medium,15,486.43,Regular Air,30.93,3.92,Small Business,Furniture,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Small Pack,0.44
Medium,7,144.95,Express Air,19.98,5.86,Small Business,Office Supplies,Xerox 191,Small Box,0.38
High,41,73.36,Regular Air,1.86,2.58,Home Office,Office Supplies,"Super Bands, 12/Pack",Wrap Bag,0.82
High,33,3630.146,Regular Air,125.99,8.99,Home Office,Technology,StarTAC ST7868,Small Box,0.55
Not Specified,29,538.27,Regular Air,18.94,1.49,Home Office,Office Supplies,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35
Not Specified,30,3665.41,Regular Air,122.99,19.99,Home Office,Office Supplies,GBC Therma-A-Bind 250T Electric Binding System,Small Box,0.37
Not Specified,14,20.95,Express Air,1.14,0.7,Home Office,Office Supplies,OIC Thumb-Tacks,Wrap Bag,0.38
Critical,17,2545.89,Regular Air,138.14,35,Small Business,Office Supplies,"SAFCO Commercial Wire Shelving, Black",Large Box,
High,33,8305.19,Delivery Truck,240.98,60.2,Small Business,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Jumbo Box,0.56
High,36,251.05,Regular Air,7.31,0.49,Small Business,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38
High,36,305.62,Regular Air,8.74,8.29,Small Business,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38
High,2,226.882,Regular Air,125.99,8.99,Corporate,Technology,M70,Small Box,0.59
High,13,158.79,Regular Air,11.7,5.63,Corporate,Office Supplies,Fellowes Binding Cases,Small Box,0.4
High,39,286.81,Regular Air,7.64,1.39,Corporate,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Small Box,0.36
Not Specified,44,1102.28,Regular Air,23.99,6.71,Corporate,Office Supplies,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Small Box,0.35
Medium,3,14.49,Regular Air,3.28,5,Home Office,Office Supplies,Newell 35,Wrap Bag,0.56
Medium,35,710.86,Regular Air,19.98,5.97,Home Office,Office Supplies,Xerox 1936,Small Box,0.38
Low,27,1991.26,Delivery Truck,68.81,60,Home Office,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Jumbo Drum,0.41
Low,24,10480.272,Delivery Truck,550.98,64.59,Home Office,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box,0.66
High,21,114.53,Regular Air,5.68,3.6,Corporate,Office Supplies,Acme¢ç Preferred Stainless Steel Scissors,Small Pack,0.56
High,44,7164.7435,Regular Air,205.99,5.99,Corporate,Technology,3285,Small Box,0.59
Low,30,4620.05,Delivery Truck,160.98,35.02,Consumer,Furniture,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.72
Not Specified,20,131.71,Regular Air,6.48,5.74,Small Business,Office Supplies,Xerox 1994,Small Box,0.37
Medium,18,130.38,Regular Air,7.4,1.71,Consumer,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag,0.4
Medium,7,308.52,Regular Air,41.47,34.2,Corporate,Furniture,Eldon Econocleat¢ç Chair Mats for Low Pile Carpets,Wrap Bag,0.73
Medium,29,176.5,Regular Air,6.48,7.37,Corporate,Office Supplies,Xerox 210,Small Box,0.37
High,48,5188.86,Regular Air,111.03,8.64,Small Business,Office Supplies,Fellowes Recycled Storage Drawers,Small Box,0.78
Critical,35,182.86,Regular Air,4.82,5.72,Home Office,Furniture,Magna Visual Magnetic Picture Hangers,Small Pack,0.47
Medium,46,398.86,Regular Air,8.85,5.6,Corporate,Office Supplies,GBC Standard Plastic Binding Systems Combs,Small Box,0.36
Medium,44,109.18,Regular Air,2.61,0.5,Corporate,Office Supplies,Avery 479,Small Box,0.39
Medium,5,28.59,Regular Air,4.98,4.7,Corporate,Office Supplies,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38
Critical,37,221.66,Regular Air,5.98,3.85,Corporate,Technology,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68
Medium,30,3197.003,Regular Air,125.99,7.69,Corporate,Technology,StarTAC 3000,Small Box,0.59
Medium,8,339.81,Regular Air,43.41,2.99,Corporate,Office Supplies,Satellite Sectional Post Binders,Small Box,0.39
Low,26,1285.55,Regular Air,49.99,19.99,Small Business,Technology,Zoom V.92 USB External Faxmodem,Small Box,0.41
Low,6,177.67,Regular Air,28.53,1.49,Small Business,Office Supplies,Lock-Up Easel 'Spel-Binder',Small Box,0.38
Not Specified,25,276.5,Regular Air,10.98,4.8,Corporate,Office Supplies,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36
High,45,298.57,Regular Air,6.88,2,Small Business,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16¡± x 11¡±",Wrap Bag,0.39
High,15,44.32,Regular Air,2.52,4.28,Small Business,Office Supplies,"Binney & Smith inkTank¢â Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag,0.44
High,4,1629.75,Regular Air,415.88,11.37,Small Business,Office Supplies,Deluxe Rollaway Locking File with Drawer,Small Box,0.57
High,49,261.02,Regular Air,4.98,4.95,Small Business,Office Supplies,Cardinal Holdit Business Card Pockets,Small Box,0.37
Critical,33,6170.02,Delivery Truck,179.29,29.21,Small Business,Furniture,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74
Low,39,2083.0525,Express Air,65.99,5.99,Home Office,Technology,i1000,Small Box,0.58
Low,49,233.28,Regular Air,4.91,0.5,Home Office,Office Supplies,Avery 493,Small Box,0.36
Low,1,47.01,Regular Air,27.75,19.99,Home Office,Office Supplies,Fellowes Super Stor/Drawer¢ç,Small Box,0.67
High,15,140.07,Express Air,8.6,6.19,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,Small Box,0.38
High,46,157.87,Regular Air,3.28,3.97,Corporate,Office Supplies,Newell 337,Wrap Bag,0.56
Medium,29,1194.96,Regular Air,39.98,4,Consumer,Technology,Microsoft Natural Keyboard Elite,Small Box,0.7
Low,10,866.66,Delivery Truck,90.97,14,Home Office,Technology,Lexmark Z54se Color Inkjet Printer,Jumbo Drum,0.36
Low,6,184.331,Regular Air,35.99,5.99,Corporate,Technology,Accessory41,Wrap Bag,0.38
Low,23,1223.3795,Express Air,65.99,5.92,Corporate,Technology,i500plus,Small Box,0.58
High,3,14.84,Regular Air,4.98,0.49,Corporate,Office Supplies,Avery White Multi-Purpose Labels,Small Box,0.39
High,8,922.47,Delivery Truck,119.99,14,Corporate,Technology,Epson C82 Color Inkjet Printer,Jumbo Drum,0.36
Low,32,3245.73,Regular Air,110.98,13.99,Corporate,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69
Low,27,63.02,Regular Air,2.18,5,Corporate,Office Supplies,*Staples* Letter Opener,Wrap Bag,0.81
Low,9,6420.87,Regular Air,699.99,24.49,Corporate,Technology,Canon PC1060 Personal Laser Copier,Large Box,0.41
Low,25,2407.693,Regular Air,110.99,8.99,Corporate,Technology,LX 677,Small Box,0.57
Low,28,128.69,Regular Air,4.55,1.49,Corporate,Office Supplies,Presstex Flexible Ring Binders,Small Box,0.35
Critical,42,12270.3,Regular Air,304.99,19.99,Corporate,Office Supplies,Ibico Hi-Tech Manual Binding System,Small Box,0.4
High,16,109.7,Regular Air,5.98,10.39,Home Office,Office Supplies,Xerox 1895,Small Box,0.4
High,26,80.89,Regular Air,2.94,0.81,Home Office,Office Supplies,Prang Colored Pencils,Wrap Bag,0.4
Critical,29,482.91,Regular Air,16.91,6.25,Consumer,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,0.58
Critical,23,2969.6365,Express Air,155.99,8.99,Consumer,Technology,CF 688,Small Box,0.58
Medium,19,333.68,Regular Air,16.48,1.99,Consumer,Technology,Maxell DVD-RAM Discs,Small Pack,0.42
Medium,27,58.64,Regular Air,2.21,1,Small Business,Office Supplies,"Quartet Alpha¢ç White Chalk, 12/Pack",Wrap Bag,0.38
Medium,20,136.06,Regular Air,6.37,5.19,Small Business,Office Supplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Small Box,0.38
Medium,16,1554.53,Regular Air,90.48,19.99,Small Business,Office Supplies,Tyvek¢ç Side-Opening Peel & Seel¢ç Expanding Envelopes,Small Box,0.4
Low,39,446.04,Regular Air,10.98,5.14,Home Office,Office Supplies,GBC Imprintable Covers,Small Box,0.36
Low,46,18421.2,Delivery Truck,400.98,42.52,Home Office,Furniture,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71
High,5,39.68,Regular Air,8.01,2.87,Small Business,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4
High,8,1273.266,Regular Air,205.99,8.99,Small Business,Technology,Talkabout T8097,Small Box,0.58
Low,15,1519.9,Regular Air,105.34,24.49,Corporate,Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,0.61
High,30,102.24,Regular Air,3.69,0.5,Home Office,Office Supplies,Avery 487,Small Box,0.38
Low,26,165.37,Regular Air,6.6,4.07,Home Office,Technology,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack,0.66
Low,38,1785.74,Express Air,48.04,7.23,Home Office,Furniture,Staples Plastic Wall Frames,Small Box,0.41
Critical,16,111.9,Regular Air,6.47,1.22,Small Business,Office Supplies,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Wrap Bag,0.4
High,6,965.69,Delivery Truck,146.34,43.75,Corporate,Furniture,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,0.65
Medium,45,4629.67,Regular Air,99.23,8.99,Home Office,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35
Medium,28,1350.34,Express Air,52.99,19.99,Corporate,Office Supplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Small Box,0.81
Medium,8,861.26,Delivery Truck,100.98,57.38,Corporate,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78
Medium,20,1531.411,Regular Air,85.99,0.99,Corporate,Technology,Accessory34,Wrap Bag,0.55
Medium,48,1497.3175,Regular Air,35.99,0.99,Small Business,Technology,Accessory31,Small Pack,0.35
Medium,17,281.84,Regular Air,17.98,4,Consumer,Technology,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Small Box,0.79
Medium,2,200.753,Regular Air,125.99,8.99,Consumer,Technology,SC7868i,Small Box,0.55
Low,1,32.51,Regular Air,35.41,1.99,Corporate,Technology,Imation DVD-RAM discs,Small Pack,0.43
Low,33,570.51,Regular Air,16.74,7.04,Corporate,Office Supplies,Rogers¢ç Profile Extra Capacity Storage Tub,Small Box,0.81
Not Specified,30,243.49,Regular Air,8.32,2.38,Home Office,Technology,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74
Not Specified,26,1090.4,Regular Air,40.97,8.99,Home Office,Office Supplies,Sanford 52201 APSCO Electric Pencil Sharpener,Small Pack,0.59
Medium,19,65.85,Express Air,3.28,0.98,Small Business,Office Supplies,Newell 329,Wrap Bag,0.59
Not Specified,35,1154.14,Regular Air,32.98,5.5,Home Office,Technology,PC Concepts 116 Key Quantum 3000 Keyboard,Small Box,0.75
Not Specified,37,223.82,Regular Air,5.98,10.39,Home Office,Office Supplies,Xerox 1895,Small Box,0.4
Not Specified,1,61.4635,Regular Air,65.99,8.99,Home Office,Technology,Talkabout T8367,Small Box,0.56
Not Specified,25,122.09,Regular Air,5.18,2.04,Home Office,Office Supplies,Array¢ç Memo Cubes,Wrap Bag,0.36
Medium,50,7312.0315,Regular Air,175.99,8.99,Corporate,Technology,2180,Small Box,0.57
Low,5,102.18,Regular Air,19.98,4,Home Office,Technology,Belkin 105-Key Black Keyboard,Small Box,0.68
Not Specified,28,1650.411,Regular Air,65.99,5.99,Corporate,Technology,i1000,Small Box,0.58
High,8,1173.5,Regular Air,140.81,24.49,Consumer,Furniture,Hon Olson Stacker Stools,Large Box,0.57
Not Specified,38,6121.1985,Regular Air,205.99,2.5,Home Office,Technology,V70,Small Box,0.59
High,26,188.93,Regular Air,7.28,1.77,Home Office,Office Supplies,"Post-it¢ç ¡°Important Message¡± Note Pad, Neon Colors, 50 Sheets/Pad",Wrap Bag,0.37
Low,9,38.96,Regular Air,4.28,0.94,Consumer,Office Supplies,Newell 336,Wrap Bag,0.56
Critical,1,3501.79,Delivery Truck,3502.14,8.73,Corporate,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box,0.57
Critical,9,141.83,Regular Air,15.73,7.42,Corporate,Office Supplies,Acme Galleria¢ç Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56
Not Specified,3,1566.8,Delivery Truck,500.97,69.3,Home Office,Technology,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.37
Not Specified,30,616.01,Regular Air,21.38,8.99,Home Office,Office Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
Not Specified,17,438.6085,Regular Air,28.99,8.59,Home Office,Technology,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56
High,17,686.27,Regular Air,40.48,19.99,Home Office,Technology,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77
Medium,3,315.28,Regular Air,99.99,19.99,Consumer,Technology,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.52
Not Specified,23,3503.12,Delivery Truck,145.98,46.2,Corporate,Furniture,Bevis Rectangular Conference Tables,Jumbo Box,0.69
Low,40,57.24,Express Air,1.26,0.7,Small Business,Office Supplies,Bagged Rubber Bands,Wrap Bag,0.81
Low,39,651.45,Regular Air,17.7,9.47,Consumer,Office Supplies,Portfile¢ç Personal File Boxes,Small Box,0.59
Not Specified,45,311.1,Regular Air,6.88,2,Consumer,Office Supplies,"Adams Phone Message Book, 200 Message Capacity, 8 1/16¡± x 11¡±",Wrap Bag,0.39
Not Specified,43,452.93,Regular Air,10.97,6.5,Consumer,Technology,Micro Innovations 104 Keyboard,Small Box,0.64
Critical,7,54.23,Regular Air,7.28,5.47,Small Business,Office Supplies,Southworth Structures Collection¢â,Small Box,0.35
Low,46,247.21,Regular Air,4.98,4.75,Corporate,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36
Low,27,1541.781,Regular Air,66.99,13.99,Corporate,Technology,"Panasonic All Digital Answering System with Caller ID*, KX-TM150B",Medium Box,0.6
Not Specified,1,148.344,Delivery Truck,150.98,39.25,Corporate,Furniture,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75
Low,22,351.27,Regular Air,15.73,7.42,Consumer,Office Supplies,Acme Galleria¢ç Hot Forged Steel Scissors with Colored Handles,Small Pack,0.56
Critical,43,181.5,Regular Air,4.48,2.5,Consumer,Office Supplies,Ampad #10 Peel & Seel¢ç Holiday Envelopes,Small Box,0.37
Medium,44,2339.52,Regular Air,54.96,10.75,Corporate,Office Supplies,Xerox 1940,Small Box,0.36
Medium,46,533.25,Regular Air,11.97,5.81,Corporate,Office Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6
Medium,42,4993.42,Delivery Truck,119.99,56.14,Consumer,Technology,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box,0.39
Medium,9,1059.3,Regular Air,115.79,1.99,Consumer,Technology,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Small Pack,0.49
Low,49,7319.85,Regular Air,152.48,4,Corporate,Technology,Adesso Programmable 142-Key Keyboard,Small Box,0.79
Low,28,707.44,Express Air,24.98,8.79,Corporate,Office Supplies,2300 Heavy-Duty Transfer File Systems by Perma,Small Box,0.66
Medium,1,40.29,Regular Air,30.42,8.65,Corporate,Technology,"Fellowes Internet Keyboard, Platinum",Small Box,0.74
Medium,20,775.77,Regular Air,39.98,9.83,Corporate,Office Supplies,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,0.4
Medium,19,242.63,Regular Air,12.44,6.27,Small Business,Office Supplies,Eldon Simplefile¢ç Box Office¢ç,Medium Box,0.57
High,47,5051.89,Regular Air,107.53,5.81,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65
Not Specified,19,796.14,Regular Air,41.94,2.99,Consumer,Office Supplies,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,0.35
Not Specified,31,142.96,Regular Air,4.73,1.52,Consumer,Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36
Not Specified,18,102.06,Regular Air,6.3,0.5,Small Business,Office Supplies,Avery 48,Small Box,0.39
Not Specified,15,101.82,Regular Air,6.48,7.03,Small Business,Office Supplies,Xerox 214,Small Box,0.37
Low,45,4729.85,Delivery Truck,100.97,14,Home Office,Technology,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Jumbo Drum,0.37
Not Specified,5,1386.6,Delivery Truck,280.98,57,Corporate,Furniture,Hon 2090 ¡°Pillow Soft¡± Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,0.78
Not Specified,11,194.174,Regular Air,20.99,0.99,Consumer,Technology,Accessory25,Wrap Bag,0.57
High,21,49.23,Regular Air,1.98,4.77,Home Office,Office Supplies,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4
Critical,25,397.84,Regular Air,15.22,9.73,Consumer,Office Supplies,"GBC Twin Loop¢â Wire Binding Elements, 9/16"" Spine, Black",Small Box,0.36
Critical,4,73.07,Regular Air,15.7,11.25,Corporate,Office Supplies,Hanging Personal Folder File,Small Box,0.6
Critical,26,4679.1,Delivery Truck,179.29,29.21,Corporate,Furniture,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.74
Low,49,657.94,Regular Air,14.45,7.17,Consumer,Office Supplies,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box,0.38
Low,19,1270.73,Delivery Truck,70.98,30,Consumer,Furniture,Novimex Turbo Task Chair,Jumbo Drum,0.73
Low,31,109.49,Regular Air,3.38,0.85,Corporate,Office Supplies,Avery Hi-Liter¢ç Fluorescent Desk Style Markers,Wrap Bag,0.48
Not Specified,16,1684.96,Regular Air,110.98,35,Consumer,Office Supplies,"Carina Mini System Audio Rack, Model AR050B",Large Box,0.82
Not Specified,9,1662.048,Delivery Truck,212.6,110.2,Consumer,Furniture,Bush Advantage Collection¢ç Round Conference Table,Jumbo Box,0.73
Not Specified,42,11460.76,Delivery Truck,349.45,60,Consumer,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Jumbo Drum,
Not Specified,4,896.49,Delivery Truck,213.45,14.7,Corporate,Technology,Panasonic KX-P2130 Dot Matrix Printer,Jumbo Drum,0.59
Critical,43,210.66,Regular Air,5.18,5.74,Home Office,Office Supplies,Wilson Jones Impact Binders,Small Box,0.36
