name,time,driving,owner,location,engine,price
Hero Glamour i3s,2020,17000,first owner,delhi,10.72,62000
UM Renegade Sport,2018,20000,first owner,delhi,24.8,70000
Royal Enfield Thunderbird,2014,40000,first owner,hyderabad,19.8,71300
Bajaj Avenger Cruise,2020,14999,first owner,gurgaon,18.76,112999
Royal Enfield Classic,2016,17900,first owner,jalandhar,19.8,135000
Bajaj Pulsar,2008,48000,second owner,roorkee,21,18000
Bajaj Pulsar,2008,24000,first owner,bhiwani,21,19655
Royal Enfield Classic,2020,7000,first owner,noida,19.1,185000
Hero Splendor Plus,2018,17700,first owner,ahmedabad,8.2,49000
Yamaha YZF-R15 2.0,2012,27400,first owner,pune,16.7,75000
Bajaj Avenger Cruise,2016,25198,first owner,chennai,19,60000
Hero Xtreme Sports,2016,80000,first owner,kanchrapara,15.6,47000
Royal Enfield Classic,2019,7800,first owner,coimbatore,19.8,180000
KTM RC,2020,2200,first owner,pune,25.1,190000
Hero Passion Xpro,2018,64000,first owner,dehradun,8,36000
Royal Enfield Classic,2018,20500,first owner,mumbai,27.2,166000
Royal Enfield Classic,2017,10000,first owner,rohtak,19.8,121000
Royal Enfield Thunderbird,2015,17800,second owner,ahmedabad,19.8,100000
Royal Enfield Classic,2019,5500,first owner,allahabad,19.8,180000
Bajaj Avenger Street,2016,35000,second owner,indore,14.3,65000
Benelli TNT 600,2016,11000,first owner,chandigarh,82.7,497000
Royal Enfield Thunderbird,2016,20450,first owner,faridabad,19.8,110000
Hyosung Aquila GV250,2016,26400,second owner,ghaziabad,26.21,141100
Royal Enfield Classic,2015,25600,first owner,chandigarh,19.8,115000
Royal Enfield Classic,2014,15000,first owner,bangalore,27.2,135000
Royal Enfield Thunderbird,2017,18000,first owner,sangli,19.8,135000
Yamaha YZF-R15 V3,2020,4000,second owner,delhi,18.3,52500
Bajaj Pulsar,2011,57000,first owner,surat,21,18500
Royal Enfield Thunderbird,2017,22900,first owner,ranchi,19.8,115000
KTM Duke,2015,3500,first owner,hyderabad,25,110000
Hero Passion Pro,2016,30000,first owner,hyderabad,8.2,46000
UM Renegade Commando,2018,3000,first owner,surat,25,133500
Bajaj Discover,2013,36000,first owner,pune,12.5,38000
Royal Enfield Thunderbird,2014,28000,first owner,ahmedabad,19.8,100000
UM Renegade Commando,2018,10300,first owner,kanpur,25,125000
Hero Passion Xpro,2019,14000,first owner,delhi,8,48000
Hero Karizma R,2009,36826,first owner,dewas,17,30000
Hero Splendor iSmart,2016,24344,first owner,gurgaon,8.2,30000
Royal Enfield Classic,2018,10500,second owner,jaipur,19.8,165000
Triumph Tiger Explorer,2015,24000,first owner,bangalore,135,1299000
Royal Enfield Himalayan,2020,5500,first owner,chennai,24.5,188000
Yamaha YZF-R15 2.0,2014,25000,second owner,ludhiana,16.7,65000
Royal Enfield Classic,2017,17400,first owner,pune,27.2,175000
Bajaj Pulsar,2014,9300,third owner,pune,17,35000
Hero CD Deluxe,2012,38150,first owner,jaipur,7.7,25000
Honda CBR 250R,2011,23000,first owner,mumbai,26.15,50000
Hero Super Splendor,2006,85000,first owner,indore,9,20000
Hyosung GT250R 2020,2020,208,first owner,chennai,28,220000
Suzuki Gixxer SF,2015,49000,first owner,lucknow,14.6,43000
Royal Enfield Classic,2016,42000,first owner,delhi,19.8,125000
Bajaj Pulsar,2012,67000,first owner,jaipur,17,26000
Royal Enfield Thunderbird,2018,3808,second owner,ranchi,19.8,135000
Kawasaki Ninja 1000,2020,2600,first owner,mumbai,140,1089375
Triumph Bonneville T120,2015,17000,second owner,mumbai,79,440937
KTM RC,2021,4000,first owner,mumbai,24.6,207500
 Bajaj CT100,2016,30000,first owner,mumbai,8.1,32000
Yamaha FZ25,2017,30000,third owner,bangalore,20.3,80000
Bajaj Avenger Cruise,2018,7781,second owner,pune,19,55250
Royal Enfield Classic,2019,10629,first owner,bahadurgarh,19.8,160000
Bajaj CT 100,2018,15999,first owner,gurgaon,8.1,28000
Hero Passion Pro,2019,19600,first owner,jaipur,8.2,67000
UM Renegade Commando,2017,27000,first owner,hyderabad,24.8,89000
Bajaj Discover,2019,11560,first owner,gurgaon,10.9,36000
Royal Enfield Electra,2019,5000,first owner,ahmedabad,19.8,105000
Royal Enfield Classic,2019,30000,first owner,thane,19.8,160000
Bajaj Avenger Street,2016,50000,first owner,bagalkot,14.3,44600
Bajaj V15,2016,35600,first owner,kolkata,11.8,36000
Bajaj V15,2017,23431,first owner,gurgaon,11.8,32000
Kawasaki Ninja,2019,11500,first owner,bangalore,39,280000
UM Renegade Commando,2017,19500,first owner,hyderabad,24.8,85000
Hero Splendor Plus,2018,16000,first owner,delhi,8.2,48000
Bajaj Avenger Street,2017,89000,second owner,jaipur,14.3,47000
Bajaj V15,2017,37000,second owner,ahmedabad,11.8,40000
KTM Duke,2014,20000,first owner,gautam buddha nagar,25,85000
Royal Enfield Classic,2016,24000,first owner,mumbai,27.2,140000
Royal Enfield Classic,2016,39000,first owner,kochi,19.8,98800
Hero CBZ Xtreme,2008,50000,first owner,meerut,14.4,16000
KTM RC 125CC,2020,10429,first owner,ahmedabad,14.5,150000
Hero Splendor Plus,2017,10000,first owner,pune,8.2,60000
Royal Enfield Classic,2019,14188,first owner,pune,19.8,185000
Bajaj Boxer AR100,2001,33500,first owner,nashik,12,20000
Royal Enfield Thunderbird,2010,30300,second owner,delhi,19.8,51000
Hero Hunk,2013,51000,first owner,jaipur,14,35000
Royal Enfield Classic,2018,9000,first owner,delhi,19.8,135000
Royal Enfield Thunderbird,2019,6700,first owner,bangalore,19.8,170000
Yamaha YZF-R15,2013,12241,first owner,pune,16,51700
Hero Passion Plus,2004,57000,first owner,aligarh,7.5,18000
Royal Enfield Bullet,2006,26000,third owner,kochi,19.8,90000
Hero Splendor Pro,2016,57000,first owner,alanganallur,8.2,40000
Bajaj Avenger Street,2016,17000,second owner,thane,19,60000
Royal Enfield Classic,2014,17000,first owner,delhi,19.8,110000
Royal Enfield Classic,2017,25000,first owner,kanchipuram,19.8,128000
Royal Enfield Classic,2017,6200,first owner,noida,19.8,130000
Suzuki Gixxer,2017,19269,first owner,bangalore,14,85000
Bajaj V15,2017,4200,first owner,kolkata,11.8,49000
Hero Passion Plus,2007,50000,first owner,indore,7.5,27000
Bajaj Pulsar,2011,41000,first owner,narnaul,15,25000
Hero Splendor,1994,366600,fourth owner or more,jaipur,7.44,36508
Bajaj Avenger,2012,98000,first owner,jaipur,19,26000
Hero Xtreme 160R,2020,30000,first owner,jaipur,15,66000
Hero Xtreme 160R,2020,34000,first owner,jaipur,15,66000
Hero Xtreme 160R,2020,20000,first owner,jaipur,15,66000
Yamaha FZs,2015,28823,first owner,bangalore,13,58000
Yamaha YZF-R15,2016,42000,first owner,chennai,16,69800
KTM Duke,2015,13300,first owner,bangalore,25,135000
Hero Passion Plus,2009,60000,first owner,bangalore,7.5,30000
Yamaha FZS FI,2019,462,first owner,bulandshahr,12.9,85000
Royal Enfield Thunderbird,2016,5979,first owner,patna,19.8,80000
Yamaha YZF-R15 V3,2020,15600,first owner,zirakpur,18.3,125000
Hero Passion Pro,2019,19000,first owner,bharatpur,8.2,49400
Royal Enfield Thunderbird,2018,5600,first owner,ahmedabad,19.8,142800
Bajaj Pulsar,2016,65000,first owner,pune,17,51000
KTM Duke,2020,14000,first owner,mumbai,42.9,259375
KTM Duke,2019,15000,first owner,mumbai,24.6,181562
Royal Enfield Classic,2019,4500,first owner,mumbai,19.8,181562
Royal Enfield Classic,2018,4500,first owner,mumbai,19.8,166000
KTM RC 125CC,2019,10283,first owner,mumbai,14.5,145250
KTM RC,2019,2500,first owner,mumbai,42.3,197125
Yamaha YZF-R3,2016,9000,first owner,mumbai,41.4,259375
Royal Enfield Classic,2019,8000,first owner,mumbai,19.8,186750
KTM RC,2020,7000,first owner,mumbai,42.3,269750
Royal Enfield Classic,2020,2800,first owner,mumbai,19.1,207500
Royal Enfield Classic,2015,9000,first owner,mumbai,27.2,129687
Harley-Davidson Street 750,2016,10000,first owner,mumbai,47,337187
Harley-Davidson Street 750,2016,9000,first owner,mumbai,47,337187
Harley-Davidson Iron 883,2018,10000,first owner,mumbai,50,726250
BenelliImperiale 400 BS6,2020,2800,first owner,mumbai,20.7,207500
Triumph Street Triple,2018,17000,first owner,mumbai,111,880837
Harley-Davidson Iron 883,2015,8900,first owner,mumbai,50,570625
Harley-Davidson Street Rod,2017,6500,first owner,mumbai,70,466875
Kawasaki Z900 2019,2019,6000,first owner,mumbai,123.3,881875
Kawasaki Z800 2016,2016,10500,first owner,mumbai,111,674375
Harley-Davidson Iron 883,2016,3000,first owner,mumbai,50,596562
Kawasaki Ninja,2019,12000,first owner,mumbai,39,311250
Bajaj Pulsar 200,2014,23000,first owner,mumbai,24.2,65000
Royal Enfield Classic,2015,20000,first owner,howrah,19.8,115300
Bajaj Avenger,2014,43130,first owner,chennai,19,50000
Royal Enfield Bullet,2016,45000,first owner,pathanamthitta,26.1,125500
Bajaj Pulsar 135LS,2010,65000,second owner,vaikom,13,17000
Bajaj Pulsar,2015,25000,second owner,pune,17,45000
Hero Xtreme 160R,2020,4000,first owner,kolkata,15,119000
Royal Enfield Classic,2019,10433,first owner,delhi,19.8,150000
Bajaj Avenger,2016,22000,first owner,bangalore,19,65000
Triumph Bonneville T120,2018,3600,second owner,dimapur,78.9,950000
Bajaj Avenger,2017,34500,first owner,hyderabad,19,75000
Royal Enfield Classic,2017,41877,first owner,noida,27.2,140200
Royal Enfield Classic,2015,48295,second owner,bangalore,19.8,130440
Bajaj Avenger Street,2017,8000,first owner,vadodara,14.3,70000
Hero Xtreme Sports,2017,20000,first owner,gurgaon,15.6,52000
Bajaj Pulsar,2004,80070,second owner,bangalore,15,10000
Hyosung Aquila GV250,2015,8000,second owner,ahmednagar,26.21,150000
Royal Enfield Classic,2015,30000,first owner,pune,19.8,93000
Royal Enfield Thunderbird,2017,23700,first owner,bangalore,19.8,115000
Bajaj CT 100,2018,27184,first owner,dakshina kannada,8.1,38000
Suzuki Gixxer,2017,9840,first owner,bangalore,14,70000
Bajaj CT 100,2019,17918,first owner,mumbai,8.1,45000
Royal Enfield Classic,2020,9000,first owner,alwar,19.8,175000
Bajaj Pulsar,2004,65400,first owner,mumbai,15,25000
Royal Enfield Thunderbird,2015,5000,first owner,vadodara,27.2,132600
Hero Splendor Plus,2019,14288,first owner,surat,8.2,63500
KTM Duke,2019,27900,first owner,bhubaneshwar,24.6,125000
Honda CBR 150R,2014,45000,first owner,agartala,18.28,60000
KTM RC,2018,14000,first owner,pune,42.3,180000
TVS Apache RR310,2019,3852,second owner,pune,33,188500
TVS Apache RR310,2019,3700,first owner,pune,33,210000
Bajaj Avenger Cruise,2018,13210,first owner,delhi,19,85000
Royal Enfield Classic,2016,58000,first owner,bangalore,19.8,123100
Hero Passion Xpro,2019,4800,first owner,delhi,8,55000
Bajaj V15,2016,15000,first owner,bangalore,11.8,37000
Hyosung GT250R 2012,2012,16957,second owner,delhi,28,200000
Bajaj Avenger Cruise,2017,17000,first owner,ambala,19,75000
Royal Enfield Electra,2019,4900,first owner,delhi,19.8,130000
Kawasaki ER-6n,2016,7500,first owner,mumbai,71,330000
Yamaha FZ25,2017,7200,first owner,hyderabad,20.3,85000
Hero Super Splendor,2014,10000,first owner,vidisha,9,40000
KTM Duke,2017,25000,first owner,mumbai,24.6,95000
Royal Enfield Thunderbird,2017,37500,first owner,chennai,27.2,148000
Honda H?™ness CB,2020,8009,first owner,gurgaon,20.78,188000
Hero HF Deluxe,2013,38000,first owner,lucknow,7.7,40000
Hero Glamour,2006,35000,first owner,ahmedabad,8.9,15333
Bajaj Avenger Street,2020,6400,first owner,lucknow,14.79,95000
KTM Duke,2016,36410,first owner,pune,24.6,79900
Hero Splendor Plus,2008,32075,second owner,bangalore,8.2,30000
Hero CBZ Xtreme,2011,15000,second owner,delhi,14.4,23900
Bajaj Avenger,2009,50000,third owner,noida,19,15000
Yamaha YZF-R15 2.0,2017,12250,first owner,chennai,16.7,93400
Yamaha YZF-R15 2.0,2016,32436,first owner,jhunjhunu,16.7,90000
Hero Passion Pro,2013,35000,first owner,hyderabad,8.2,34895
Royal Enfield Classic,2015,303000,first owner,kolkata,19.8,110000
Kawasaki Ninja,2016,12000,first owner,mumbai,39,217875
Royal Enfield Classic,2018,10050,first owner,bangalore,27.2,151800
Yamaha FZs,2013,40000,first owner,ghaziabad,13,45000
Royal Enfield Classic,2018,17000,first owner,patna,19.8,125000
Honda CB Unicorn,2020,8892,first owner,vadodara,12.5,97000
KTM RC,2018,12000,first owner,sidhi,42.3,191500
Royal Enfield Thunderbird,2016,7200,first owner,kalyan,19.8,130000
Royal Enfield Thunderbird,2014,30000,first owner,thane,19.8,95000
Royal Enfield Classic,2014,32000,first owner,pathanamthitta,19.8,110000
Hero CBZ Xtreme,2014,22850,second owner,ahmedabad,14.4,27786
Harley-Davidson Fat Bob,2014,8000,first owner,gurgaon,65,750000
Suzuki Gixxer SF,2021,1000,first owner,dehradun,14.6,125000
Royal Enfield Thunderbird,2015,37265,first owner,bangalore,19.8,120000
Suzuki Hayate,2012,69600,first owner,delhi,8.3,22000
Hero Passion Pro,2017,18000,first owner,delhi,8.2,45000
Yamaha YZF-R15 2.0,2016,17661,first owner,bangalore,16.7,95000
Husqvarna Svartpilen 250,2021,2700,first owner,mumbai,29.63,205000
Royal Enfield Himalayan,2018,10000,first owner,mumbai,24.5,175000
KTM RC 125CC,2020,4200,first owner,mumbai,14.5,165000
Benelli TNT 300,2017,11000,first owner,mumbai,37.73,240000
Kawasaki Ninja,2018,8900,first owner,mumbai,39,280000
KTM RC,2020,2900,first owner,mumbai,25.1,210000
Harley-Davidson Street 750,2017,14700,first owner,mumbai,47,370000
TVS Apache RR310,2019,7990,first owner,mumbai,33,190000
KTM RC 125CC,2020,8000,first owner,mumbai,14.5,150000
Bajaj Discover 100T,2013,58546,first owner,bikaner,8.51,22000
Royal Enfield Classic,2018,16000,second owner,delhi,19.8,125000
Royal Enfield Bullet,2009,35000,first owner,mumbai,19.8,75000
Yamaha FZs,2014,18000,first owner,bangalore,13,42000
Royal Enfield Thunderbird,2013,30000,first owner,kalyan,27.2,80000
Royal Enfield Classic,2015,60000,first owner,kasba,19.8,111000
Bajaj Discover 125ST,2012,21000,first owner,jabalpur,12.5,30000
KTM RC,2018,15000,first owner,mumbai,25.1,155625
Royal Enfield Thunderbird,2015,11000,first owner,surat,27.2,105000
Yamaha FZ25,2018,9300,first owner,pune,20.3,110000
Bajaj Pulsar,2009,11900,first owner,chennai,21,33000
Royal Enfield Classic,2020,5700,first owner,mumbai,19.8,197125
Royal Enfield Classic,2020,5931,first owner,mumbai,19.1,207500
Royal Enfield Classic,2020,7500,first owner,mumbai,19.1,197125
Honda X-Blade,2021,1800,first owner,chas,13.93,125000
Bajaj Avenger Street,2021,3000,first owner,kolkata,14.79,107000
Royal Enfield Classic,2017,9000,first owner,lucknow,19.8,160000
Yamaha YZF-R3,2019,205,first owner,ahmednagar,41.4,250000
Bajaj Avenger Street,2016,22000,first owner,ahmedabad,14.3,41500
Royal Enfield Classic,2015,27000,first owner,delhi,19.8,108000
Bajaj Pulsar,2015,30000,second owner,siliguri,17,49000
Yamaha FZs,2012,34000,second owner,pune,13,45000
Royal Enfield Classic,2017,25000,first owner,bangalore,19.8,145000
Royal Enfield Thunderbird,2019,7000,first owner,vasai,19.8,165000
Bajaj Pulsar 135LS,2010,10000,first owner,delhi,13,14700
TVS Apache RR310,2019,5000,first owner,delhi,33,185000
Royal Enfield Classic,2019,10000,first owner,mumbai,19.8,191937
KTM RC,2016,11000,first owner,mumbai,42.3,145250
KTM RC,2019,6000,first owner,mumbai,25.1,176375
Royal Enfield Classic,2018,19000,first owner,mumbai,19.8,176375
Royal Enfield Classic,2019,6000,first owner,mumbai,19.8,181562
Royal Enfield Classic,2019,4000,first owner,mumbai,19.8,181562
Royal Enfield Bullet,2013,23400,first owner,chandigarh,19.8,80600
Husqvarna Vitpilen 250,2020,700,first owner,bangalore,29.63,220000
KTM RC,2018,5400,second owner,bangalore,42.3,204300
Ducati Monster 797,2018,15000,first owner,mumbai,75,752187
Yamaha YZF-R15 S,2017,3099,first owner,baleshwar,16,80000
Royal Enfield Classic,2014,18000,first owner,gurgaon,19.8,98500
Royal Enfield Bullet,2016,16000,first owner,kochi,26.1,140000
Triumph Bonneville T120,2017,13000,first owner,pune,78.9,800000
Harley-Davidson Street Rod,2017,3000,first owner,jalandhar,70,525000
TVS Star City,2011,24000,first owner,ghaziabad,8.2,20000
Bajaj Avenger Street,2020,7759,first owner,chennai,14.3,82000
Hero Karizma ZMR,2015,37000,first owner,delhi,20,36300
Royal Enfield Himalayan,2019,7000,first owner,chennai,24.5,175000
Kawasaki Ninja 300,2019,7400,first owner,kolkata,39,274700
Bajaj Discover,2016,28000,first owner,delhi,12.5,31000
KTM Duke,2019,167,first owner,nashik,42.9,180000
Royal Enfield Classic,2018,35000,first owner,guwahati,19.8,140000
Yamaha YZF-R15 2.0,2018,4300,second owner,mumbai,16.7,82000
Triumph Street Triple,2016,38000,second owner,bangalore,77,575000
Yamaha YZF-R15,2010,21322,first owner,gurgaon,16,30000
Honda Hornet 2.0,2021,1300,first owner,thane,17.03,145000
Suzuki Hayate,2009,32000,first owner,thanjavur,8.3,10500
Royal Enfield Classic,2018,12000,first owner,delhi,19.8,135000
Benelli TNT 300,2016,6000,first owner,delhi,37.73,255000
Royal Enfield Electra,2017,14000,first owner,delhi,19.8,115000
Royal Enfield Classic,2018,16000,first owner,delhi,19.8,135000
Bajaj Pulsar,2011,40000,second owner,ghaziabad,15,25000
Royal Enfield Thunderbird,2003,68000,third owner,bangalore,19.8,60000
Yamaha YZF-R15 2.0,2017,54000,first owner,nagaur,16.7,76000
Bajaj Discover,2007,30000,third owner,murad nagar,9.64,15000
KTM RC,2018,24000,first owner,hyderabad,25.1,145000
Bajaj XCD 135,2009,20000,first owner,amethi,9.4,12000
Royal Enfield Classic,2017,24000,first owner,bikaner,19.8,130000
Royal Enfield Bullet,2015,27000,second owner,mumbai,26.1,120000
Royal Enfield Electra,2019,2500,first owner,delhi,19.8,139000
Harley-Davidson Street Rod,2019,4000,first owner,delhi,70,420000
Harley-Davidson Street 750,2017,17600,first owner,delhi,47,399000
Harley-Davidson Street 750,2018,4000,first owner,delhi,47,420000
Harley-Davidson Street 750,2017,6400,first owner,delhi,47,480000
Bajaj Avenger Street,2016,50000,second owner,surat,14.3,50000
Yamaha YZF-R15 S,2017,41000,first owner,chennai,16,68900
Hero Xtreme 160R,2020,33000,first owner,jaipur,15,66000
KTM RC,2018,33000,first owner,bhubaneshwar,25.1,130000
Royal Enfield Classic,2017,4700,second owner,pinjore,27.2,150000
Bajaj Avenger Street,2016,14000,second owner,ahmedabad,14.3,48800
Bajaj Pulsar,2012,25000,first owner,gurgaon,21,32000
Bajaj Avenger Street,2016,41000,first owner,chennai,14.3,50000
Hero Hunk,2010,70927,first owner,ahmedabad,14,21500
Bajaj Avenger,2017,9000,first owner,aurangabad,19,65000
Royal Enfield Himalayan,2019,7900,first owner,coimbatore,24.5,210000
Yamaha YZF-R15 2.0,2016,22000,first owner,panchkula,16.7,85000
Bajaj V15,2016,19845,first owner,bangalore,11.8,33433
Royal Enfield Thunderbird,2019,5000,first owner,mumbai,19.8,150000
KTM Duke,2015,15000,first owner,mumbai,44,125000
KTM Duke,2019,17000,first owner,mumbai,24.6,165000
Kawasaki Z650 2018,2018,12000,first owner,mumbai,67.2,450000
Harley-Davidson Street Rod,2018,6000,first owner,mumbai,70,450000
Bajaj Discover 125ST,2016,29148,first owner,delhi,12.5,21075
Hero Splendor Plus,2009,47000,first owner,rohtak,8.2,15200
Yamaha YZF-R3,2020,285,first owner,kakrala,41.4,300000
Yamaha YZF-R15 2.0,2013,18000,first owner,lucknow,16.7,59600
Hero HF Deluxe,2018,11000,first owner,gurgaon,6.15,37000
Bajaj Avenger,2018,28500,first owner,chennai,19,74500
