id,left,satisfaction,evaluation,projects,hours,years,accident,promotion,department,salary
3354,0,0.71,0.39,3,261,3,0,0,RandD,medium
3355,0,0.6,0.6,3,221,2,0,0,RandD,medium
3356,0,0.71,0.69,4,180,3,1,0,RandD,medium
3357,0,0.91,0.57,4,145,3,0,0,marketing,medium
3358,0,0.78,0.96,4,111,2,0,0,sales,high
3359,0,0.52,0.63,4,232,3,0,0,accounting,low
3360,0,0.99,0.7,5,195,3,0,0,support,low
3361,0,0.86,0.51,4,211,2,1,0,technical,low
3362,0,0.74,0.68,4,194,2,0,0,management,high
3363,0,0.15,0.84,4,275,5,0,0,marketing,low
3364,0,0.57,0.54,3,140,3,0,0,marketing,low
3365,0,0.67,0.6,3,157,3,0,0,marketing,low
3366,0,0.8,0.93,4,258,3,0,0,sales,high
3367,0,0.83,0.82,5,273,4,0,0,sales,low
3368,0,0.69,0.53,3,135,2,0,0,sales,low
3369,0,0.64,0.83,3,188,4,0,0,sales,low
3370,0,0.95,0.52,5,222,2,0,0,sales,low
3371,0,0.97,0.52,4,231,3,0,0,sales,low
3372,0,0.85,0.86,3,255,2,0,0,sales,low
3373,0,0.72,0.51,3,254,2,0,0,sales,low
3374,0,0.91,0.85,3,244,3,1,0,sales,medium
3375,0,0.81,0.83,3,132,4,0,0,sales,medium
3376,0,0.13,0.67,5,234,6,0,0,sales,medium
3377,0,0.95,0.81,4,272,3,0,0,sales,medium
3378,0,0.82,0.54,4,191,3,0,0,sales,medium
3379,0,0.63,0.93,4,238,4,0,0,sales,medium
3380,0,0.55,0.69,3,225,2,0,0,sales,medium
3381,0,0.83,0.95,3,211,2,0,0,sales,medium
3382,0,0.54,0.98,3,217,3,0,0,sales,medium
3383,0,0.89,0.91,5,156,4,0,0,sales,medium
3384,0,0.79,0.55,3,147,3,0,0,sales,medium
3385,0,0.56,0.73,4,134,3,0,0,accounting,medium
3386,0,0.89,0.7,4,235,2,1,0,accounting,high
3387,0,1,0.66,4,238,4,0,0,accounting,low
3388,0,0.43,0.72,3,258,4,0,0,hr,medium
3389,0,0.71,0.55,5,224,3,0,0,hr,medium
3390,0,0.98,0.59,4,149,2,0,0,hr,medium
3391,0,0.81,0.7,4,219,2,1,0,hr,medium
3392,0,0.71,0.53,3,186,2,0,0,technical,low
3393,0,0.99,0.6,4,259,4,0,0,technical,low
3394,0,0.34,0.62,3,119,2,0,0,technical,low
3395,0,0.58,0.91,3,223,2,0,0,technical,low
3396,0,0.77,0.49,4,184,3,0,0,technical,low
3397,0,0.64,0.5,3,238,4,0,0,technical,low
3398,0,0.13,1,4,157,5,1,0,technical,low
3399,0,0.98,0.6,2,249,3,0,0,technical,low
3400,0,0.72,0.84,4,195,2,0,0,technical,low
3401,0,0.55,0.79,3,162,2,0,0,technical,low
3402,0,0.62,0.91,4,231,3,0,0,technical,low
3403,0,0.74,0.91,2,264,3,0,0,support,low
3404,0,0.69,0.96,3,210,3,0,0,support,low
3405,0,0.6,0.63,4,192,3,0,0,support,low
3406,0,0.54,0.43,3,192,2,0,0,support,low
3407,0,0.56,0.75,4,249,3,0,0,support,low
3408,0,0.58,0.86,5,206,3,0,0,support,low
3409,0,0.21,0.66,4,165,5,0,0,support,low
3410,0,0.52,0.85,5,183,3,0,0,support,low
3411,0,0.98,0.7,4,253,2,0,0,support,low
3412,0,0.85,0.97,3,256,3,0,0,support,low
3413,0,0.62,0.88,2,263,4,0,0,support,medium
3414,0,0.63,0.61,3,234,3,1,0,technical,medium
3415,0,0.84,0.97,6,223,2,0,0,technical,medium
3416,0,0.71,0.69,2,172,3,0,0,technical,medium
3417,0,0.36,0.55,6,226,6,0,0,management,medium
3418,0,0.79,0.56,6,205,4,1,0,IT,medium
3419,0,0.59,0.55,4,235,2,0,0,IT,medium
3420,0,0.5,0.53,4,263,3,0,0,IT,medium
3421,0,0.88,0.66,4,271,3,1,0,IT,medium
3422,0,0.65,0.69,6,131,5,0,0,IT,medium
3423,0,0.71,0.56,4,238,4,0,0,product_mng,medium
3424,0,0.89,0.54,3,214,2,0,0,product_mng,medium
3425,0,0.83,0.84,3,267,3,0,0,product_mng,high
3426,0,0.73,0.53,3,184,2,0,0,product_mng,low
3427,0,0.71,0.67,3,264,3,0,0,IT,medium
3428,0,0.53,0.66,3,109,2,0,0,RandD,medium
3429,0,0.74,0.7,3,253,4,1,0,RandD,medium
3430,0,0.6,0.52,4,207,2,1,0,RandD,medium
3431,0,0.47,0.6,4,263,5,0,0,RandD,low
3432,0,0.88,0.88,3,214,2,1,0,RandD,low
3433,0,0.62,0.67,2,153,3,0,0,marketing,low
3434,0,0.24,0.48,5,123,5,1,0,sales,low
3435,0,0.15,0.36,5,159,2,0,0,accounting,low
3436,0,0.92,0.82,3,185,3,0,0,support,low
3437,0,0.74,0.7,4,167,3,1,0,technical,low
3438,0,0.86,0.77,3,271,3,0,0,management,low
3439,0,0.96,0.61,3,140,3,0,0,marketing,low
3440,0,0.54,0.6,4,141,3,0,0,marketing,low
3441,0,0.99,0.87,4,190,2,0,0,marketing,low
3442,0,0.72,0.73,5,134,2,0,0,sales,low
3443,0,0.96,0.75,5,176,4,0,0,sales,low
3444,0,0.73,0.73,4,194,2,0,0,sales,low
3445,0,0.67,0.44,5,212,4,0,0,sales,low
3446,0,0.58,0.72,5,234,3,1,0,sales,low
3447,0,0.9,0.99,4,190,2,0,0,sales,low
3448,0,0.99,0.37,5,155,3,0,0,sales,low
3449,0,0.89,0.58,4,232,2,0,0,sales,low
3450,0,0.72,0.95,4,216,3,0,0,sales,low
3451,0,0.77,0.8,3,207,3,0,0,sales,low
3452,0,0.8,0.94,4,200,4,0,0,sales,medium
3453,0,0.89,0.86,3,178,4,0,0,sales,medium
3454,0,0.59,0.81,4,173,2,0,0,sales,medium
3455,0,0.24,0.87,5,268,5,0,0,sales,medium
3456,0,0.94,0.59,6,212,2,0,0,sales,medium
3457,0,0.74,0.5,4,216,3,0,0,sales,medium
3458,0,0.63,0.62,5,212,6,0,0,sales,medium
3459,0,0.63,0.59,3,155,3,1,0,sales,medium
3460,0,0.77,0.65,4,164,2,0,0,sales,medium
3461,0,0.87,0.74,3,209,3,0,0,accounting,medium
3462,0,0.79,0.61,4,136,3,0,0,accounting,medium
3463,0,0.54,0.84,4,223,3,0,0,accounting,medium
3464,0,0.59,0.83,4,239,4,0,0,hr,high
3465,0,0.86,0.87,3,205,4,0,0,hr,low
3466,0,0.98,0.68,3,203,3,0,0,hr,medium
3467,0,1,0.79,5,152,4,0,0,hr,medium
3468,0,0.9,0.79,4,236,3,1,0,technical,medium
3469,0,0.34,0.6,4,114,3,0,0,technical,medium
3470,0,0.95,0.93,3,209,2,0,0,technical,low
3471,0,0.79,0.48,4,178,2,0,0,technical,low
3472,0,0.13,0.91,4,175,5,0,0,technical,low
3473,0,0.72,0.69,3,270,4,0,0,technical,low
3474,0,0.63,0.54,3,145,2,1,0,technical,low
3475,0,0.81,0.76,5,134,2,0,0,technical,low
3476,0,0.71,0.75,4,272,4,0,0,technical,low
3477,0,0.49,0.76,3,208,2,0,0,technical,low
3478,0,0.59,0.65,4,219,3,1,0,technical,low
3479,0,0.87,0.59,5,154,3,0,0,support,low
3480,0,0.66,0.6,3,179,4,0,0,support,low
3481,0,0.78,0.92,5,137,2,0,0,support,low
3482,0,0.65,0.7,4,211,2,0,0,support,low
3483,0,0.8,0.97,5,271,4,0,0,support,low
3484,0,0.56,0.75,4,192,2,0,0,support,low
3485,0,0.85,0.67,4,228,4,0,0,support,low
3486,0,0.14,0.46,2,267,6,1,0,support,low
3487,0,0.74,0.62,4,272,2,0,0,support,low
3488,0,0.86,0.93,2,260,2,0,0,support,low
3489,0,0.71,0.96,4,161,3,0,0,support,low
3490,0,0.83,0.99,4,226,2,0,0,technical,low
3491,0,0.52,0.49,4,249,4,1,0,technical,medium
3492,0,0.63,0.8,3,243,3,0,0,technical,medium
3493,0,0.92,0.93,4,247,2,0,0,management,medium
3494,0,0.66,0.87,3,186,2,0,0,IT,medium
3495,0,0.77,0.7,3,155,3,0,0,IT,medium
3496,0,0.74,0.97,2,135,4,0,0,IT,medium
3497,0,0.81,0.76,5,198,4,0,0,IT,medium
3498,0,0.67,0.55,3,175,2,0,0,IT,medium
3499,0,0.75,0.92,3,192,3,0,0,product_mng,medium
3500,0,0.65,0.36,2,282,3,0,0,product_mng,medium
3501,0,0.81,0.6,4,179,3,0,0,product_mng,medium
3502,0,0.57,0.77,4,245,3,0,0,product_mng,medium
3503,0,0.89,0.66,4,235,3,0,0,IT,high
3504,0,0.5,0.56,4,266,2,0,0,RandD,low
3505,0,0.21,0.42,4,269,4,1,0,RandD,medium
3506,0,0.79,0.67,3,264,2,0,0,RandD,medium
3507,0,0.66,0.57,3,161,2,1,0,RandD,medium
3508,0,0.82,0.95,3,203,3,0,0,RandD,medium
3509,0,0.85,0.85,4,258,2,0,0,marketing,low
3510,0,0.72,0.96,3,143,3,0,0,sales,low
3511,0,0.52,0.92,3,214,3,0,0,accounting,low
3512,0,0.5,0.62,4,166,3,1,0,support,low
3513,0,0.52,0.82,3,192,3,0,0,technical,low
3514,0,0.13,0.87,3,185,4,1,0,management,low
3515,0,0.87,0.98,4,173,3,0,0,marketing,low
3516,0,0.53,0.98,2,163,3,0,0,marketing,low
3517,0,0.15,0.76,5,277,4,0,0,marketing,low
3518,0,0.64,0.86,5,274,2,1,0,sales,low
3519,0,0.52,0.44,3,119,2,0,0,sales,low
3520,0,0.79,0.67,4,267,3,0,0,sales,low
3521,0,0.74,0.89,3,160,2,0,0,sales,low
3522,0,0.81,0.84,4,198,2,0,0,sales,low
3523,0,0.94,0.6,3,193,3,0,0,sales,low
3524,0,0.67,0.84,6,250,2,0,0,sales,low
3525,0,0.93,0.84,3,237,4,1,0,sales,low
3526,0,0.52,0.96,4,170,2,0,0,sales,low
3527,0,0.48,0.74,2,157,2,1,0,sales,medium
3528,0,0.57,0.92,6,267,4,0,0,sales,medium
3529,0,0.71,0.77,4,192,4,0,0,sales,medium
3530,0,0.9,0.74,4,218,2,1,0,sales,medium
3531,0,0.58,0.61,4,210,3,0,0,sales,medium
3532,0,0.66,0.48,4,229,4,0,0,sales,medium
3533,0,0.59,0.66,3,186,3,0,0,sales,medium
3534,0,0.96,0.5,3,234,2,1,0,sales,medium
3535,0,0.13,0.91,2,149,5,0,0,sales,medium
3536,0,0.93,0.92,3,205,3,0,0,sales,medium
3537,0,0.54,0.72,3,148,4,0,0,accounting,medium
3538,0,0.54,0.77,5,270,3,0,0,accounting,medium
3539,0,0.87,0.62,3,176,3,0,0,accounting,high
3540,0,0.79,0.91,3,226,2,0,0,hr,low
3541,0,0.83,0.57,3,232,4,0,0,hr,medium
3542,0,0.73,0.6,3,137,3,0,0,hr,medium
3543,0,0.29,0.42,6,253,3,0,0,hr,medium
3544,0,0.8,0.7,6,231,4,0,0,technical,medium
3545,0,0.29,0.81,3,189,6,0,0,technical,low
3546,0,0.43,0.85,6,168,2,0,0,technical,low
3547,0,0.99,0.93,3,261,3,0,0,technical,low
3548,0,0.86,0.51,4,152,3,0,0,technical,low
3549,0,0.85,0.78,5,263,2,1,0,technical,low
3550,0,0.66,0.68,3,258,3,0,0,technical,low
3551,0,0.57,0.99,3,205,3,0,0,technical,low
3552,0,0.31,0.64,6,183,2,1,0,technical,low
3553,0,0.88,0.88,3,153,3,0,0,technical,low
3554,0,0.72,0.72,5,194,4,0,0,technical,low
3555,0,0.75,0.66,4,202,2,0,0,support,low
3556,0,0.82,0.71,4,164,4,0,0,support,low
3557,0,0.82,0.67,3,213,2,0,0,support,low
3558,0,0.15,0.52,4,265,6,0,0,support,low
3559,0,0.16,0.88,6,218,3,0,0,support,low
3560,0,0.95,0.4,5,286,4,0,0,support,low
3561,0,0.87,0.73,3,172,3,1,0,support,low
3562,0,0.85,0.89,4,251,2,0,0,support,low
3563,0,0.58,0.6,3,110,3,1,0,support,low
3564,0,0.63,0.86,3,269,4,0,0,support,low
3565,0,0.69,0.68,3,151,3,1,0,support,low
3566,0,0.53,0.85,5,161,2,0,0,technical,medium
3567,0,0.96,0.71,4,210,3,0,0,technical,medium
3568,0,0.73,0.83,2,167,3,0,0,technical,medium
3569,0,0.5,0.6,3,270,3,1,0,management,medium
3570,0,0.81,0.83,3,133,3,1,0,IT,medium
3571,0,0.82,0.59,3,249,3,0,0,IT,medium
3572,0,0.76,0.72,4,266,3,0,0,IT,medium
3573,0,0.27,0.82,4,276,2,0,0,IT,medium
3574,0,0.64,0.38,6,215,3,0,0,IT,medium
3575,0,0.57,0.9,3,262,2,0,0,product_mng,medium
3576,0,0.49,0.84,5,193,3,0,0,product_mng,medium
3577,0,0.66,0.92,2,102,4,0,0,product_mng,medium
3578,0,0.71,0.36,4,278,4,1,0,product_mng,high
3579,0,0.61,0.63,3,250,4,0,0,IT,low
3580,0,0.52,0.89,5,193,4,0,0,RandD,medium
3581,0,0.62,0.91,3,133,3,0,0,RandD,medium
3582,0,0.98,0.65,4,216,4,0,0,RandD,medium
3583,0,0.67,0.56,5,174,2,1,0,RandD,medium
3584,0,0.85,0.62,2,280,4,0,0,RandD,low
3585,0,0.84,0.85,4,246,2,0,0,marketing,low
3586,0,1,0.53,3,142,3,0,0,sales,low
3587,0,0.72,0.76,4,144,3,1,0,accounting,low
3588,0,0.66,0.75,6,100,4,1,0,support,low
3589,0,0.64,0.71,5,212,2,0,0,technical,low
3590,0,1,0.76,5,201,3,0,0,management,low
3591,0,0.75,0.59,5,206,2,0,0,marketing,low
3592,0,0.81,0.77,4,197,3,0,0,marketing,low
3593,0,0.31,0.98,5,232,5,0,0,marketing,low
3594,0,0.32,0.97,6,272,2,0,0,sales,low
3595,0,0.48,0.5,4,173,3,0,0,sales,low
3596,0,0.62,0.42,2,124,2,0,0,sales,low
3597,0,0.77,0.86,5,282,4,0,0,sales,low
3598,0,0.76,0.8,2,219,4,1,0,sales,low
3599,0,0.68,0.41,3,106,6,0,0,sales,low
3600,0,0.72,0.79,4,192,4,0,0,sales,low
3601,0,0.87,0.91,5,190,2,0,0,sales,low
3602,0,0.59,0.57,2,156,2,0,0,sales,low
3603,0,0.7,0.64,3,180,2,0,0,sales,low
3604,0,0.73,0.81,4,245,2,0,0,sales,low
3605,0,0.58,0.62,3,169,2,0,0,sales,medium
3606,0,0.64,0.66,3,188,4,0,0,sales,medium
3607,0,0.89,0.66,5,224,2,0,0,sales,medium
3608,0,0.95,0.71,3,263,2,1,0,sales,medium
3609,0,0.84,0.9,3,262,2,0,0,sales,medium
3610,0,0.6,0.99,4,225,3,0,0,sales,medium
3611,0,0.71,0.63,5,224,3,1,0,sales,medium
3612,0,0.6,0.95,3,266,3,0,0,sales,medium
3613,0,0.91,0.68,3,218,3,1,0,accounting,medium
3614,0,0.75,1,3,102,3,0,0,accounting,medium
3615,0,0.7,0.67,4,181,3,0,0,accounting,medium
3616,0,0.23,0.64,5,150,5,0,0,hr,medium
3617,0,0.73,0.83,4,270,2,0,0,hr,high
3618,0,0.99,0.49,4,270,2,0,0,hr,low
3619,0,0.62,0.68,5,265,3,0,0,hr,medium
3620,0,0.98,0.89,4,169,3,0,0,technical,medium
3621,0,0.61,0.94,3,224,4,0,0,technical,medium
3622,0,0.52,0.92,3,150,2,1,0,technical,medium
3623,0,0.65,0.66,5,239,4,0,0,technical,low
3624,0,0.59,0.9,3,245,3,1,0,technical,low
3625,0,0.71,0.8,3,182,2,1,0,technical,low
3626,0,0.18,0.7,5,182,4,0,0,technical,low
3627,0,0.21,0.93,4,243,4,0,0,technical,low
3628,0,0.15,0.67,6,209,5,0,0,technical,low
3629,0,0.97,0.53,4,195,4,0,0,technical,low
3630,0,0.39,0.48,3,190,2,0,0,technical,low
3631,0,0.35,0.66,2,140,2,0,0,support,medium
3632,0,0.88,0.58,4,147,4,0,0,support,medium
3633,0,0.58,0.97,3,265,3,0,0,support,medium
3634,0,0.61,0.78,3,238,2,0,0,support,medium
3635,0,0.59,0.98,3,155,3,0,0,support,medium
3636,0,0.55,0.41,4,132,5,1,0,support,medium
3637,0,0.52,0.8,5,257,3,0,0,support,medium
3638,0,0.71,0.77,2,255,3,0,0,support,medium
3639,0,0.63,0.82,5,229,2,0,0,support,medium
3640,0,0.17,0.84,5,216,4,0,0,support,medium
3641,0,0.95,0.49,4,269,4,0,0,support,medium
3642,0,1,0.73,3,205,2,0,0,technical,medium
3643,0,0.73,0.96,2,151,3,0,0,technical,medium
3644,0,0.8,0.64,4,246,3,1,0,technical,medium
3645,0,0.63,0.8,4,256,4,0,0,management,medium
3646,0,0.95,0.59,4,235,3,0,0,IT,medium
3647,0,0.75,0.83,4,229,2,0,0,IT,medium
3648,0,0.64,0.72,5,158,3,0,0,IT,medium
3649,0,0.72,1,3,197,3,0,0,IT,medium
3650,0,0.72,0.53,3,151,4,0,0,IT,medium
3651,0,0.85,0.63,3,167,3,0,0,product_mng,medium
3652,0,0.24,0.94,4,146,4,0,0,product_mng,medium
3653,0,0.69,0.53,4,281,4,0,0,product_mng,medium
3654,0,0.69,0.7,3,212,2,0,0,product_mng,medium
3655,0,0.87,0.59,5,261,3,0,0,IT,medium
3656,0,0.78,0.91,3,238,2,0,0,RandD,high
3657,0,0.76,0.74,4,235,3,0,0,RandD,high
3658,0,0.35,0.7,3,107,3,0,0,RandD,high
3659,0,0.88,0.59,6,243,4,0,0,RandD,high
3660,0,0.78,0.79,5,233,3,1,0,RandD,high
3661,0,0.36,0.42,3,206,5,0,0,marketing,high
3662,0,0.24,0.7,5,172,4,0,0,sales,high
3663,0,0.55,0.82,3,248,2,0,0,accounting,high
3664,0,0.91,0.53,3,147,4,1,0,support,high
3665,0,0.66,0.61,5,259,3,0,0,technical,high
3666,0,0.57,0.82,3,267,3,0,0,management,high
3667,0,0.64,0.64,3,263,3,0,0,marketing,high
3668,0,0.63,0.98,3,160,4,1,0,marketing,low
3669,0,0.49,0.92,5,176,3,0,0,marketing,low
3670,0,0.7,0.7,3,224,3,0,0,sales,low
3671,0,0.3,0.71,3,155,2,0,0,sales,low
3672,0,0.51,0.52,3,132,3,0,0,sales,low
3673,0,0.71,0.87,5,173,3,0,0,sales,low
3674,0,0.64,0.67,3,165,3,0,0,sales,low
3675,0,0.67,0.66,6,272,3,0,0,sales,low
3676,0,0.83,0.94,5,156,3,1,0,sales,low
3677,0,0.92,0.96,3,154,2,1,0,sales,low
3678,0,0.84,0.53,3,237,3,1,0,sales,low
3679,0,0.97,0.75,2,271,6,0,0,sales,low
3680,0,0.19,0.91,6,152,3,0,0,sales,low
3681,0,0.86,0.51,4,152,3,1,0,sales,low
3682,0,0.71,0.69,3,172,3,0,0,sales,low
3683,0,0.76,0.56,4,214,2,1,0,sales,medium
3684,0,0.68,0.88,5,201,3,0,0,sales,medium
3685,0,0.61,0.99,2,275,3,1,0,sales,medium
3686,0,0.85,0.79,3,156,3,0,0,sales,medium
3687,0,0.84,0.89,3,234,2,0,0,sales,medium
3688,0,0.62,0.63,2,123,2,0,0,sales,medium
3689,0,0.77,0.76,3,201,4,0,0,accounting,medium
3690,0,0.79,0.93,5,160,4,1,0,accounting,medium
3691,0,0.97,0.5,3,173,2,0,0,accounting,medium
3692,0,0.59,0.61,4,141,2,1,0,hr,medium
3693,0,0.93,0.62,3,231,6,0,0,hr,medium
3694,0,0.85,0.54,4,174,2,0,0,hr,medium
3695,0,0.7,0.57,4,211,3,0,0,hr,high
3696,0,0.54,0.91,3,249,3,0,0,technical,high
3697,0,0.42,0.86,2,108,5,0,0,technical,high
3698,0,0.96,0.75,4,165,3,0,0,technical,high
3699,0,0.58,0.8,3,181,4,0,0,technical,high
3700,0,0.61,0.59,3,237,2,0,0,technical,high
3701,0,0.62,0.97,5,180,2,0,0,technical,high
3702,0,0.68,0.7,3,209,3,0,0,technical,high
3703,0,0.6,0.73,3,191,5,1,0,technical,low
3704,0,0.7,0.91,4,181,2,1,0,technical,low
3705,0,0.65,0.55,4,250,2,0,0,technical,low
3706,0,0.48,0.59,2,179,2,0,0,technical,low
3707,0,0.75,0.73,3,225,4,0,0,support,low
3708,0,0.69,0.78,5,267,2,1,0,support,low
3709,0,0.34,0.46,2,169,2,1,0,support,low
3710,0,0.59,0.49,4,164,3,0,0,support,low
3711,0,0.94,0.95,4,155,3,0,0,support,medium
3712,0,0.98,0.77,5,223,2,1,0,support,medium
3713,0,0.72,0.66,3,160,3,0,0,support,medium
3714,0,0.79,0.7,4,268,2,0,0,support,medium
3715,0,0.54,0.61,4,151,4,1,0,support,medium
3716,0,0.73,0.95,3,156,2,0,0,support,medium
3717,0,0.82,0.58,4,136,3,0,0,support,medium
3718,0,0.57,0.45,3,189,2,0,0,technical,medium
3719,0,0.98,0.93,5,203,2,0,0,technical,medium
3720,0,0.91,0.65,5,174,2,0,0,technical,medium
3721,0,0.72,0.91,3,239,2,0,0,management,medium
3722,0,0.48,0.73,5,152,6,0,0,IT,medium
3723,0,0.57,0.86,4,268,6,0,0,IT,medium
3724,0,0.86,0.96,4,146,3,0,0,IT,medium
3725,0,0.63,0.85,3,232,4,0,0,IT,medium
3726,0,0.81,0.52,3,255,5,0,0,IT,medium
3727,0,0.21,0.37,4,129,4,0,0,product_mng,medium
3728,0,0.9,0.66,3,261,3,1,0,product_mng,medium
3729,0,0.79,0.78,3,101,2,1,0,product_mng,medium
3730,0,0.95,0.49,4,229,3,0,0,product_mng,medium
3731,0,0.29,0.43,3,162,4,0,0,IT,medium
3732,0,0.81,0.52,4,270,3,0,0,RandD,medium
3733,0,0.21,0.56,6,277,5,0,0,RandD,medium
3734,0,0.7,0.83,5,261,4,0,0,RandD,high
3735,0,0.66,0.64,4,204,2,0,0,RandD,low
3736,0,0.16,0.86,2,215,2,0,0,RandD,medium
3737,0,0.72,0.8,3,219,3,0,0,marketing,medium
3738,0,0.51,0.5,3,147,4,0,0,sales,medium
3739,0,0.59,0.63,5,243,2,0,0,accounting,medium
3740,0,0.66,0.4,2,155,5,1,0,support,medium
3741,0,0.69,0.84,3,253,2,0,0,technical,medium
3742,0,0.69,0.94,4,235,3,0,0,management,medium
3743,0,0.89,0.79,5,257,3,0,0,marketing,medium
3744,0,0.52,0.56,4,225,2,0,0,marketing,medium
3745,0,0.91,0.91,3,167,3,0,0,marketing,medium
3746,0,0.96,0.53,5,224,4,0,0,sales,low
3747,0,0.8,0.58,5,127,3,0,0,sales,low
3748,0,0.55,0.77,3,256,3,1,0,sales,low
3749,0,0.93,0.63,4,233,2,0,0,sales,low
3750,0,0.93,0.86,4,169,4,0,0,sales,low
3751,0,0.54,0.48,3,152,2,0,0,sales,low
3752,0,0.48,0.76,5,236,2,0,0,sales,low
3753,0,0.19,0.99,3,154,2,0,0,sales,high
3754,0,0.95,0.71,3,223,2,0,0,sales,low
3755,0,0.96,0.81,4,211,3,0,0,sales,high
3756,0,0.63,0.89,4,192,2,0,0,sales,high
3757,0,0.81,0.8,4,227,2,1,0,sales,low
3758,0,0.5,0.88,4,265,3,1,0,sales,low
3759,0,0.76,0.72,5,228,2,0,0,sales,high
3760,0,0.84,0.49,4,152,3,0,0,sales,low
3761,0,0.2,0.95,5,169,5,0,0,sales,medium
3762,0,0.78,0.92,3,169,3,0,0,sales,high
3763,0,0.8,0.68,4,157,3,0,0,sales,medium
3764,0,0.94,0.57,4,251,2,1,0,sales,medium
3765,0,0.44,0.74,5,253,2,0,0,accounting,medium
3766,0,0.92,0.85,3,155,2,0,0,accounting,medium
3767,0,0.54,0.8,3,232,2,0,0,accounting,high
3768,0,0.56,0.56,4,195,2,0,0,hr,medium
3769,0,0.66,0.69,4,198,3,1,0,hr,medium
3770,0,0.8,0.91,3,246,3,0,0,hr,medium
3771,0,0.6,0.81,2,214,3,0,0,hr,high
3772,0,0.73,0.73,5,249,3,0,0,technical,medium
3773,0,0.55,0.74,3,211,3,1,0,technical,high
3774,0,0.7,0.71,5,269,3,0,0,technical,low
3775,0,0.53,0.68,4,214,3,0,0,technical,medium
3776,0,0.9,0.94,4,231,3,0,0,technical,medium
3777,0,0.8,0.78,3,175,3,0,0,technical,medium
3778,0,0.51,0.6,5,175,3,0,0,technical,medium
3779,0,0.86,0.96,5,238,5,0,0,technical,low
3780,0,0.63,0.79,4,228,4,0,0,technical,low
3781,0,0.83,0.93,3,220,4,0,0,technical,low
3782,0,0.85,0.55,4,233,2,1,0,technical,low
3783,0,0.8,0.57,3,225,4,0,0,support,low
3784,0,0.79,0.97,5,187,3,0,0,support,low
3785,0,0.37,0.71,3,117,3,0,0,support,low
3786,0,0.85,0.9,3,184,3,1,0,support,low
3787,0,0.76,0.56,3,216,3,0,0,support,low
3788,0,0.99,0.62,4,140,2,1,0,support,low
3789,0,0.55,0.63,3,201,2,1,0,support,high
3790,0,0.69,0.69,4,167,3,1,0,support,low
3791,0,0.68,1,5,203,2,0,0,support,low
3792,0,0.69,0.9,5,231,2,1,0,support,low
3793,0,0.65,0.7,3,141,4,0,0,support,low
3794,0,0.17,0.88,6,226,3,1,0,technical,high
3795,0,0.48,0.65,3,199,2,0,0,technical,low
3796,0,0.65,0.59,4,192,3,0,0,technical,low
3797,0,0.57,0.49,4,247,2,0,0,management,low
3798,0,0.8,0.67,3,164,3,0,0,IT,high
3799,0,0.8,0.6,5,234,2,0,0,IT,low
3800,0,0.5,0.6,2,177,3,1,0,IT,medium
3801,0,0.95,0.87,3,208,2,0,0,IT,high
3802,0,0.69,0.93,3,233,3,0,0,IT,medium
3803,0,0.74,0.57,4,172,3,0,0,product_mng,high
3804,0,0.68,0.59,3,141,3,0,0,product_mng,medium
3805,0,0.68,0.55,3,213,3,0,0,product_mng,medium
3806,0,0.65,0.37,5,128,3,1,0,product_mng,medium
3807,0,0.85,0.92,4,151,3,1,0,IT,medium
3808,0,0.49,0.48,4,247,3,0,0,RandD,medium
3809,0,0.19,0.8,6,143,4,0,0,RandD,medium
3810,0,0.95,0.61,3,164,3,0,0,RandD,medium
3811,0,0.63,0.62,3,183,3,0,0,RandD,medium
3812,0,0.83,0.8,4,274,3,0,0,RandD,high
3813,0,0.62,0.78,4,261,2,0,0,marketing,low
3814,0,0.74,0.98,5,200,3,0,0,sales,medium
3815,0,0.7,0.87,5,177,2,0,0,accounting,medium
3816,0,0.28,0.38,5,139,4,0,0,support,medium
3817,0,0.39,0.56,6,228,5,0,0,technical,medium
3818,0,0.62,0.63,3,230,2,0,0,management,medium
3819,0,0.79,0.54,5,212,4,0,0,marketing,medium
3820,0,0.87,0.74,4,265,4,0,0,marketing,medium
3821,0,0.29,0.75,3,124,4,0,0,marketing,medium
3822,0,0.37,0.88,4,155,3,0,0,sales,medium
3823,0,0.68,0.55,4,215,4,0,0,sales,high
3824,0,0.9,0.51,4,214,2,0,0,sales,low
3825,0,0.97,0.65,3,181,3,0,0,sales,low
3826,0,0.6,0.77,4,229,2,0,0,sales,low
3827,0,0.58,0.79,5,262,2,0,0,sales,high
3828,0,0.83,0.86,3,165,3,0,0,sales,low
3829,0,0.83,0.73,5,136,3,0,0,sales,low
3830,0,0.94,0.71,4,151,2,1,0,sales,low
3831,0,0.69,0.9,5,226,4,0,0,sales,high
3832,0,0.81,0.81,5,215,2,0,0,sales,low
3833,0,0.19,0.5,6,143,5,1,0,sales,low
3834,0,0.18,0.64,3,223,4,1,0,sales,low
3835,0,0.58,0.63,4,271,3,0,0,sales,low
3836,0,0.76,0.65,3,220,3,0,0,sales,low
3837,0,0.26,0.47,6,182,4,0,0,sales,low
3838,0,0.78,0.87,3,190,3,0,0,sales,low
3839,0,0.71,0.56,3,198,3,0,0,sales,medium
3840,0,0.76,0.61,3,141,2,0,0,sales,medium
3841,0,0.44,0.81,3,248,2,0,0,accounting,medium
3842,0,0.26,0.69,2,168,5,0,0,accounting,medium
